734,"02M489","HIGH SCHOOL OF ECONOMICS & FINANCE",2005,"4 Year August",134,100,23,55,22,15,15,NULL,-74.0123,40.7093
756,"02M500","UNITY CENTER FOR URBAN TECHNOLOGIES",2005,"4 Year August",41,24,0,9,15,10,6,NULL,-73.9807,40.7465
778,"02M519","TALENT UNLIMITED HIGH SCHOOL",2005,"4 Year August",92,84,18,48,18,8,0,NULL,-73.9598,40.7657
800,"02M520","MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS",2005,"4 Year August",585,355,37,212,106,128,73,NULL,-74.0014,40.7114
822,"02M529","JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL",2005,"4 Year August",174,115,23,57,35,40,13,NULL,-73.9833,40.7577
844,"02M531","REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS",2005,"4 Year August",44,41,0,29,12,3,0,NULL,-73.9844,40.7561
866,"02M542","MANHATTAN BRIDGES HIGH SCHOOL",2005,"4 Year August",107,71,9,34,28,26,10,NULL,-73.9931,40.7657
882,"02M543","NEW DESIGN HIGH SCHOOL",2005,"4 Year August",81,57,0,43,14,12,6,NULL,-73.9892,40.7173
904,"02M544","INDEPENDENCE HIGH SCHOOL",2005,"4 Year August",160,39,0,9,30,94,24,NULL,-73.9886,40.768
920,"02M545","HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES",2005,"4 Year August",76,72,57,11,4,2,2,NULL,-73.9894,40.7176
942,"02M550","LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS",2005,"4 Year August",113,67,17,29,21,27,19,NULL,-74.0002,40.7418
958,"02M551","NEW YORK HARBOR SCHOOL",2005,"4 Year August",82,57,5,20,32,17,8,NULL,-74.0205,40.6908
980,"02M560","HIGH SCHOOL 560 CITY-AS-SCHOOL",2005,"4 Year August",198,80,0,63,17,109,3,NULL,-74.0059,40.7292
1001,"02M565","URBAN ACADEMY LABORATORY HIGH SCHOOL",2005,"4 Year August",29,8,0,8,0,18,1,NULL,-73.9596,40.7657
1023,"02M570","SATELLITE ACADEMY HIGH SCHOOL",2005,"4 Year August",330,58,0,35,23,199,51,NULL,-73.9905,40.7475
1045,"02M575","MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL",2005,"4 Year August",187,107,31,67,9,42,35,NULL,-73.9843,40.7327
1067,"02M580","RICHARD R GREEN HIGH SCHOOL OF TEACHING",2005,"4 Year August",133,81,19,43,19,20,27,NULL,-74.013,40.7056
1089,"02M586","HARVEY MILK HIGH SCHOOL",2005,"4 Year August",30,10,0,2,8,12,8,NULL,-73.9924,40.7298
1111,"02M600","THE HIGH SCHOOL OF FASHION INDUSTRIES",2005,"4 Year August",403,332,25,240,67,43,20,NULL,-73.9964,40.7456
1133,"02M605","HUMANITIES PREPARATORY ACADEMY",2005,"4 Year August",35,22,4,17,1,8,4,NULL,-74.0025,40.7432
1155,"02M615","CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2005,"4 Year August",170,88,22,28,38,19,31,NULL,-74.0049,40.7245
1177,"02M620","NORMAN THOMAS HIGH SCHOOL",2005,"4 Year August",362,156,3,74,79,117,75,NULL,-73.981,40.7466
1199,"02M625","HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS",2005,"4 Year August",366,165,3,80,82,81,99,NULL,-73.9909,40.7636
1221,"02M630","ART AND DESIGN HIGH SCHOOL",2005,"4 Year August",307,218,17,149,52,69,11,NULL,-73.9659,40.7591
1243,"02M655","LIFE SCIENCES SECONDARY SCHOOL",2005,"4 Year August",111,96,2,58,36,8,6,NULL,-73.9459,40.7833
1265,"02M690","SCHOOL FOR THE PHYSICAL CITY",2005,"4 Year August",62,27,0,6,21,23,4,NULL,-73.9956,40.7366
1276,"03M283","MANHATTAN THEATRE LAB HIGH SCHOOL",2005,"4 Year August",48,44,0,18,26,0,1,NULL,-73.9851,40.7746
1286,"03M299","HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2005,"4 Year August",99,56,0,42,14,28,11,NULL,-73.9855,40.7747
1299,"03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES",2005,"4 Year August",92,66,0,32,34,18,6,NULL,-73.9858,40.7748
1327,"03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS",2005,"4 Year August",128,90,14,53,23,26,1,NULL,-73.9543,40.8027
1349,"03M470","LOUIS D BRANDEIS HIGH SCHOOL",2005,"4 Year August",580,221,32,93,96,228,105,NULL,-73.9739,40.7857
1371,"03M479","BEACON HIGH SCHOOL",2005,"4 Year August",246,234,0,199,35,7,1,NULL,-73.9884,40.7726
1393,"03M485","FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC",2005,"4 Year August",655,645,418,214,13,7,3,NULL,-73.9855,40.774
1415,"03M492","HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2005,"4 Year August",98,73,3,49,21,17,7,NULL,-73.9861,40.775
1434,"03M494","HIGH SCHOOL OF ARTS AND TECHNOLOGY",2005,"4 Year August",152,108,11,73,24,28,9,NULL,-73.9858,40.7751
1456,"03M505","EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL",2005,"4 Year August",227,66,0,14,52,122,35,NULL,-73.9667,40.7972
1472,"03M541","MANHATTAN/HUNTER SCIENCE HIGH SCHOOL",2005,"4 Year August",102,96,22,67,7,5,1,NULL,-73.9854,40.7749
1488,"03M860","FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL",2005,"4 Year August",69,42,7,27,8,20,0,NULL,-73.954,40.8025
1510,"04M409","COALITION SCHOOL FOR SOCIAL CHANGE",2005,"4 Year August",83,63,0,12,51,0,9,NULL,-73.9337,40.799
1532,"04M435","MANHATTAN CENTER FOR SCIENCE & MATHEMATICS",2005,"4 Year August",418,372,237,102,33,26,9,NULL,-73.9333,40.794
1554,"04M495","PARK EAST HIGH SCHOOL",2005,"4 Year August",104,62,6,26,30,27,11,NULL,-73.944,40.7902
1576,"04M555","CENTRAL PARK EAST HIGH SCHOOL",2005,"4 Year August",72,44,0,23,21,16,5,NULL,-73.9488,40.7936
1598,"04M610","YOUNG WOMEN'S LEADERSHIP SCHOOL",2005,"4 Year August",59,58,7,43,8,1,0,NULL,-73.9472,40.7929
1620,"04M635","ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY SCHOOL",2005,"4 Year August",85,45,1,18,26,27,10,NULL,-73.942,40.7851
1642,"04M680","HERITAGE SCHOOL (THE)",2005,"4 Year August",84,50,3,26,21,27,7,NULL,-73.9468,40.792
1664,"04M695","URBAN PEACE ACADEMY",2005,"4 Year August",57,31,1,16,14,12,11,NULL,-73.9337,40.7992
1681,"05M285","HARLEM RENAISSENCE HIGH SCHOOL",2005,"4 Year August",85,8,0,1,7,49,24,NULL,-73.94,40.8078
1694,"05M304","MOTT HALL HIGH SCHOOL",2005,"4 Year August",92,70,2,65,3,13,7,NULL,-73.9474,40.8173
1724,"05M469","CHOIR ACADEMY OF HARLEM",2005,"4 Year August",84,50,1,22,27,18,10,NULL,-73.9389,40.8073
1746,"05M499","FREDERICK DOUGLASS ACADEMY",2005,"4 Year August",212,180,63,103,14,18,7,NULL,-73.9366,40.8241
1768,"05M670","THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CH",2005,"4 Year August",99,87,7,54,26,8,2,NULL,-73.9442,40.8152
1790,"05M685","BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL",2005,"4 Year August",135,86,3,63,20,31,13,NULL,-73.9471,40.8175
1809,"05M692","HIGH SCHOOL MATH SCIENCE AND ENGINEERING AT CCNY",2005,"4 Year August",108,107,102,5,0,0,1,NULL,-73.9489,40.8214
1831,"06M462","HIGH SCHOOL FOR INTERNATIONAL-BUSINESS & FINANCE",2005,"4 Year August",152,120,5,77,38,14,11,NULL,-73.9262,40.8552
1853,"06M463","HIGH SCHOOL FOR MEDIA & COMMUNICATIONS",2005,"4 Year August",148,90,8,44,37,37,13,NULL,-73.9266,40.8554
1875,"06M467","HIGH SCHOOL FOR LAW & PUBLIC SERVICE",2005,"4 Year August",150,125,17,72,36,19,2,NULL,-73.9264,40.8557
1897,"06M468","HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES",2005,"4 Year August",162,115,19,48,48,20,16,NULL,-73.9259,40.8555
1919,"06M540","A PHILIP RANDOLPH CAMPUS HIGH SCHOOL",2005,"4 Year August",228,202,70,130,2,21,3,NULL,-73.9501,40.8184
1941,"06M552","GREGORIO LUPERON HIGH SCH FOR SCIENCE AND MATHEMAT",2005,"4 Year August",89,65,10,25,30,15,9,NULL,-73.9384,40.8383
1954,"07X221","SOUTH BRONX PREPARATORY - A COLLEGE BOARD SCHOOL",2005,"4 Year August",61,54,7,25,22,5,2,NULL,-73.9208,40.8133
1973,"07X321","CROTONA ACADEMY HIGH SCHOOL",2005,"4 Year August",50,6,0,5,1,33,10,NULL,-73.9118,40.8172
1986,"07X379","JILL CHAIFETZ TRANSFER HIGH SCHOOL",2005,"4 Year August",75,15,0,1,14,47,12,NULL,-73.905,40.8191
1997,"07X381","BRONX HAVEN HIGH SCHOOL",2005,"4 Year August",53,7,0,0,7,41,4,NULL,-73.92,40.8186
2014,"07X427","COMMUNITY SCHOOL FOR SOCIAL JUSTICE",2005,"4 Year August",82,45,0,9,36,18,16,NULL,-73.9303,40.8157
2036,"07X473","MOTT HAVEN VILLAGE PREP HIGH SCHOOL",2005,"4 Year August",97,61,2,27,32,23,6,NULL,-73.9114,40.8184
2058,"07X495","UNIVERSITY HEIGHTS",2005,"4 Year August",106,92,0,51,41,5,9,NULL,-73.911521,40.818105
2080,"07X500","HOSTOS-LINCOLN ACADEMY OF SCIENCE",2005,"4 Year August",82,72,22,34,16,7,2,NULL,-73.9279,40.8181
2102,"07X520","FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES",2005,"4 Year August",104,65,1,52,12,20,10,NULL,-73.9096,40.8111
2121,"07X527","BRONX LEADERSHIP ACADEMY II HIGH SCHOOL",2005,"4 Year August",71,53,3,26,24,7,5,NULL,-73.9238,40.8218
2140,"07X547","NEW EXPLORERS HIGH SCHOOL",2005,"4 Year August",72,52,1,25,26,7,9,NULL,-73.9237,40.8221
2162,"07X548","URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS",2005,"4 Year August",72,66,8,42,16,3,1,NULL,-73.9236,40.8224
2178,"07X551","BRONX ACADEMY OF LETTERS",2005,"4 Year August",69,61,17,38,6,6,1,NULL,-73.9258,40.8139
2200,"07X600","ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL",2005,"4 Year August",271,123,50,23,50,60,70,NULL,-73.9199,40.8184
2222,"07X655","SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH",2005,"4 Year August",349,159,3,99,57,100,58,NULL,-73.9074,40.8106
2244,"07X670","HEALTH OPPORTUNITIES HIGH SCHOOL",2005,"4 Year August",126,85,10,50,25,22,11,NULL,-73.9302,40.8159
2266,"08X293","RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE",2005,"4 Year August",95,66,3,46,17,15,9,NULL,-73.8392,40.8405
2282,"08X295","GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH",2005,"4 Year August",88,42,0,33,9,27,11,NULL,-73.8559,40.8221
2298,"08X305","PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST",2005,"4 Year August",118,63,0,24,39,21,29,NULL,-73.8561,40.8219
2314,"08X312","MILLENIUM ART ACADEMY",2005,"4 Year August",102,69,2,41,26,25,7,NULL,-73.8555,40.822
2333,"08X377","BRONX COMMUNITY HIGH SCHOOL",2005,"4 Year August",98,13,0,3,10,69,13,NULL,-73.8553,40.821
2355,"08X405","HERBERT H LEHMAN HIGH SCHOOL",2005,"4 Year August",1007,523,123,249,151,261,146,NULL,-73.8389,40.8405
2377,"08X450","ADLAI E. STEVENSON HIGH SCHOOL",2005,"4 Year August",263,87,6,32,49,54,98,NULL,-73.856171,40.821957
2390,"08X452","BRONX GUILD HIGH SCHOOL",2005,"4 Year August",43,25,0,3,22,8,7,NULL,-73.8554,40.8216
2403,"08X519","FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB",2005,"4 Year August",95,59,0,30,29,26,10,NULL,-73.881,40.821
2425,"08X530","BANANA KELLY HIGH SCHOOL",2005,"4 Year August",114,62,0,35,27,31,14,NULL,-73.8981,40.8178
2441,"08X540","SCHOOL FOR COMMUNITY RESEARCH AND LEARNING",2005,"4 Year August",106,46,1,18,27,36,14,NULL,-73.8559,40.8209
2463,"08X560","HS 560 BRONX ACADEMY HIGH SCHOOL",2005,"4 Year August",144,22,0,5,17,96,21,NULL,-73.8806,40.821
2485,"08X650","JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS",2005,"4 Year August",329,170,20,95,55,67,85,NULL,-73.9026,40.8218
2507,"08X686","NEW SCHOOL FOR ARTS AND SCIENCES",2005,"4 Year August",88,70,22,31,17,7,5,NULL,-73.897852,40.817731
2514,"09X227","BRONX EXPEDITIONARY LEARNING HIGH SCHOOL",2005,"4 Year August",94,49,0,20,29,32,11,NULL,-73.9114,40.84
2527,"09X231","EAGLE ACADEMY FOR YOUNG MEN",2005,"4 Year August",85,64,0,37,27,16,5,NULL,-73.8972,40.8452
2540,"09X239","URBAN ASSEMBLY ACAD-HISTORY AND CITIZENSHIP FOR YO",2005,"4 Year August",71,41,0,19,22,13,13,NULL,-73.911,40.8399
2552,"09X250","EXIMIUS COLLEGE PREPARATORY ACADEMY",2005,"4 Year August",53,47,8,23,16,2,2,NULL,-73.9027,40.8337
2562,"09X252","MOTT HALL BRONX HIGH SCHOOL",2005,"4 Year August",104,94,7,66,21,6,2,NULL,-73.9019,40.8394
2572,"09X260","BRONX CENTER FOR SCIENCE AND MATHEMATICS",2005,"4 Year August",93,75,26,42,7,17,0,NULL,-73.9026,40.8339
2582,"09X263","VALIDUS PREPARATORY ACADEMY",2005,"4 Year August",103,70,0,51,19,16,15,NULL,-73.9017,40.8397
2592,"09X276","LEADERSHIP INSTITUTE",2005,"4 Year August",62,42,3,23,16,1,15,NULL,-73.8979,40.8418
2608,"09X297","MORRIS ACADEMY FOR COLLABORATIVE STUDIES",2005,"4 Year August",61,53,0,20,33,0,5,NULL,-73.9044,40.8272
2638,"09X403","BRONX INTERNATIONAL HIGH SCHOOL",2005,"4 Year August",61,45,1,21,23,2,7,NULL,-73.9042,40.8272
2660,"09X404","SCHOOL FOR EXCELLENCE",2005,"4 Year August",83,64,0,24,40,5,10,NULL,-73.9039,40.8271
2679,"09X412","BRONX HIGH SCHOOL OF BUSINESS",2005,"4 Year August",102,66,20,28,18,2,28,NULL,-73.9111,40.8397
2698,"09X413","BRONX HIGH SCHOOL FOR MEDICAL SCIENCE",2005,"4 Year August",72,69,20,40,9,1,1,NULL,-73.9116,40.8396
2717,"09X414","JONATHAN LEVIN HS OF MEDIA AND COMMUNICATIONS",2005,"4 Year August",62,48,0,30,18,5,2,NULL,-73.9112,40.8395
2739,"09X505","BRONX SCHOOL FOR LAW GOVERNMENT AND JUSTICE",2005,"4 Year August",98,74,4,43,27,16,5,NULL,-73.919,40.8275
2752,"09X517","FREDERICK DOUGLAS ACADEMY III SECONDARY SCHOOL",2005,"4 Year August",69,54,1,31,22,13,1,NULL,-73.9039,40.834
2774,"09X525","BRONX LEADERSHIP ACADEMY HIGH SCHOOL",2005,"4 Year August",156,105,13,49,43,27,14,NULL,-73.903,40.8433
2793,"09X543","HIGH SCHOOL FOR VIOLIN AND DANCE",2005,"4 Year August",39,32,2,24,6,1,5,NULL,-73.9036,40.827
2815,"10X141","RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141)",2005,"4 Year August",135,113,18,65,30,14,6,NULL,-73.9136,40.8879
2828,"10X213","BRONX ENGINEERING AND TECHNOLOGY ACADEMY",2005,"4 Year August",76,59,22,22,15,4,9,NULL,-73.9131,40.8779
2838,"10X225","THEATRE ARTS PRODUCTION COMPANY SCHOOL",2005,"4 Year August",71,66,4,50,12,4,1,NULL,-73.8971,40.8546
2851,"10X237","MARIE CURIE HIGH SCH-NURSING, MEDICINE & APPLIED H",2005,"4 Year August",72,66,1,48,17,3,2,NULL,-73.9017,40.8759
2864,"10X243","WEST BRONX ACADEMY FOR THE FUTURE",2005,"4 Year August",72,43,0,17,26,16,8,NULL,-73.8888,40.86
2874,"10X268","KINGSBRIDGE INTERNATIONAL HIGH SCHOOL",2005,"4 Year August",127,79,14,28,37,18,28,NULL,-73.8975,40.8705
2890,"10X284","BRONX SCHOOL OF LAW AND FINANCE",2005,"4 Year August",105,76,10,51,15,14,11,NULL,-73.9131,40.8782
2909,"10X319","PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH",2005,"4 Year August",82,24,0,3,21,33,22,NULL,-73.8935,40.8483
2919,"10X342","INTERNATIONAL SCHOOL FOR LIBERAL ARTS",2005,"4 Year August",90,68,27,35,6,16,3,NULL,-73.8977,40.8704
2935,"10X368","IN TECH ACADEMY (MS/HS 368)",2005,"4 Year August",125,83,11,34,38,20,17,NULL,-73.9111,40.879
2977,"10X433","HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS",2005,"4 Year August",127,67,3,36,28,31,23,NULL,-73.8974,40.8708
2996,"10X434","BELMONT PREP HIGH SCHOOL",2005,"4 Year August",96,60,8,42,10,24,10,NULL,-73.888,40.8595
3021,"10X437","FORDHAM HIGH SCHOOL FOR THE ARTS",2005,"4 Year August",89,63,1,32,30,6,10,NULL,-73.8892,40.8596
3040,"10X438","FORDHAM LEADERSHIP ACADEMY FOR BUSINESS & TECHNOLO",2005,"4 Year August",123,64,2,44,18,26,27,NULL,-73.8888,40.8594
3059,"10X439","BRONX HIGH SCHOOL-LAW AND COMMUNITY SERVICES",2005,"4 Year August",97,57,3,41,13,22,18,NULL,-73.8883,40.8591
3081,"10X440","DEWITT CLINTON HIGH SCHOOL",2005,"4 Year August",1008,640,176,278,186,192,138,NULL,-73.8871,40.8814
3097,"10X442","THE CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC",2005,"4 Year August",74,57,6,35,16,10,2,NULL,-73.8972,40.8705
3119,"10X445","BRONX HIGH SCHOOL OF SCIENCE",2005,"4 Year August",581,578,570,8,0,2,0,NULL,-73.8913,40.8781
3141,"10X475","JOHN F KENNEDY HIGH SCHOOL",2005,"4 Year August",716,318,1,121,196,139,131,NULL,-73.9128,40.878
3160,"10X477","MARBLE HILL HIGH SCHOOL OF INTERNATIONAL STUDIES",2005,"4 Year August",95,86,15,64,7,8,1,NULL,-73.9133,40.878
3176,"10X546","BRONX THEATRE HIGH SCHOOL",2005,"4 Year August",100,70,1,40,29,16,13,NULL,-73.913,40.8779
3192,"10X549","DISCOVERY HIGH SCHOOL",2005,"4 Year August",101,63,22,26,15,17,12,NULL,-73.8969,40.8704
3214,"10X660","GRACE H DODGE CAREER AND TECHNICAL HIGH SCHOOL",2005,"4 Year August",367,167,11,77,79,97,83,NULL,-73.8825,40.8556
3233,"10X696","HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE",2005,"4 Year August",75,73,61,12,0,1,0,NULL,-73.8951,40.8748
3246,"11X249","BRONX HEALTH SCIENCES HIGH SCHOOL",2005,"4 Year August",61,58,6,48,4,0,3,NULL,-73.8328,40.8741
3259,"11X253","BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION AR",2005,"4 Year August",96,60,1,29,30,14,18,NULL,-73.8615,40.8754
3272,"11X265","BRONX LAB SCHOOL",2005,"4 Year August",96,79,0,37,42,17,0,NULL,-73.8616,40.8752
3282,"11X270","ACADEMY FOR SCHOLARSHIP AND ENTRENEURSHIP",2005,"4 Year August",71,46,3,20,23,17,7,NULL,-73.8524,40.888
3295,"11X275","HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY",2005,"4 Year August",95,78,1,54,23,15,1,NULL,-73.8617,40.8749
3311,"11X288","COLLEGIATE INSTITUTE FOR MATH AND SCIENCE",2005,"4 Year August",113,83,22,42,19,12,13,NULL,-73.8603,40.86
3327,"11X290","BRONX ACADEMY OF HEALTH CAREERS",2005,"4 Year August",105,68,6,47,15,18,15,NULL,-73.861,40.8753
3343,"11X299","ASTOR COLLEGIATE ACADEMY",2005,"4 Year August",95,76,4,31,41,14,4,NULL,-73.8603,40.86
3365,"11X415","CHRISTOPHER COLUMBUS HIGH SCHOOL",2005,"4 Year August",435,182,10,74,98,137,77,NULL,-73.8603,40.86
3384,"11X418","BRONX HIGH SCHOOL FOR THE VISUAL ARTS",2005,"4 Year August",96,58,1,27,30,20,13,NULL,-73.8644,40.8516
3418,"11X455","HARRY S TRUMAN HIGH SCHOOL",2005,"4 Year August",628,395,22,279,94,119,67,NULL,-73.8321,40.8741
3431,"11X513","NEW WORLD HIGH SCHOOL",2005,"4 Year August",58,46,5,24,17,12,0,NULL,-73.8529,40.8881
3444,"11X514","THE BRONX PREPARATORY ACADEMY",2005,"4 Year August",71,39,0,7,32,18,12,NULL,-73.8526,40.888
3460,"11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2005,"4 Year August",110,58,0,7,51,30,12,NULL,-73.8603,40.86
3479,"11X542","PELHAM PREPARATORY ACADEMY",2005,"4 Year August",105,87,28,43,16,12,5,NULL,-73.8603,40.86
3495,"11X544","HIGH SCHOOL OF CONTEMPORARY ARTS",2005,"4 Year August",116,86,12,56,18,26,3,NULL,-73.8611,40.875
3514,"11X545","BRONX AEROSPACE HIGH SCHOOL",2005,"4 Year August",83,78,0,30,48,3,2,NULL,-73.8613,40.8748
3524,"12X245","NEW DAY ACADEMY",2005,"4 Year August",74,42,0,42,0,22,8,NULL,-73.9002,40.8272
3534,"12X248","METROPOLITAN HIGH SCHOOL (THE)",2005,"4 Year August",96,70,4,39,27,8,15,NULL,-73.8974,40.8272
3544,"12X251","EXPLORATIONS ACADEMY",2005,"4 Year August",81,48,4,32,12,7,18,NULL,-73.8903,40.8362
3557,"12X262","PERFORMANCE CONSERVATORY HIGH SCHOOL",2005,"4 Year August",86,49,0,14,35,20,17,NULL,-73.8907,40.8361
