id,dbn,school_name,cohort_year,cohort_category,students,grads,regents,adv_regents,local,enrolled,dropouts,address,long,lat
1,"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES",2004,"4 Year June",55,37,0,17,20,15,3,NULL,-73.9866,40.7134
2,"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES",2004,"5 Year",58,39,0,18,21,4,13,NULL,-73.9866,40.7134
3,"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES",2004,"6 Year",56,41,0,18,23,2,12,NULL,-73.9866,40.7134
4,"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES",2005,"4 Year June",64,43,0,27,16,9,9,NULL,-73.9866,40.7134
5,"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES",2005,"4 Year August",64,44,0,27,17,8,9,NULL,-73.9866,40.7134
6,"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES",2005,"5 Year",66,46,0,28,18,4,11,NULL,-73.9866,40.7134
7,"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES",2005,"6 Year",65,47,0,29,18,1,11,NULL,-73.9866,40.7134
8,"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES",2006,"4 Year June",78,43,0,36,7,16,11,NULL,-73.9866,40.7134
9,"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES",2006,"4 Year August",78,44,0,37,7,15,11,NULL,-73.9866,40.7134
10,"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES",2006,"5 Year June",71,44,0,36,8,0,19,NULL,-73.9866,40.7134
11,"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES",2006,"5 Year August",71,44,0,36,8,0,19,NULL,-73.9866,40.7134
12,"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES",2007,"4 Year June",77,41,0,28,13,25,5,NULL,-73.9866,40.7134
13,"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES",2007,"4 Year August",77,45,0,29,16,22,5,NULL,-73.9866,40.7134
14,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2001,"4 Year June",64,46,7,25,14,10,6,NULL,-73.984,40.7123
15,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2001,"5 Year",64,54,7,27,20,0,8,NULL,-73.984,40.7123
16,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2001,"6 Year",64,54,7,27,20,0,8,NULL,-73.984,40.7123
17,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2002,"4 Year June",52,33,8,11,14,16,1,NULL,-73.984,40.7123
18,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2002,"5 Year",52,45,8,16,21,2,3,NULL,-73.984,40.7123
19,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2002,"6 Year",52,45,8,16,21,2,3,NULL,-73.984,40.7123
20,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2003,"4 Year June",87,67,11,28,28,9,11,NULL,-73.984,40.7123
21,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2003,"5 Year",87,72,11,30,31,2,13,NULL,-73.984,40.7123
22,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2003,"6 Year",89,73,11,30,32,1,14,NULL,-73.984,40.7123
23,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2004,"4 Year June",112,75,6,30,39,33,4,NULL,-73.984,40.7123
24,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2004,"5 Year",112,83,6,32,45,7,16,NULL,-73.984,40.7123
25,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2004,"6 Year",109,84,6,33,45,1,19,NULL,-73.984,40.7123
26,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2005,"4 Year June",121,64,4,31,29,41,11,NULL,-73.984,40.7123
27,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2005,"4 Year August",121,70,4,31,35,35,11,NULL,-73.984,40.7123
28,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2005,"5 Year",116,81,4,33,44,7,21,NULL,-73.984,40.7123
29,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2005,"6 Year",112,83,4,33,46,1,23,NULL,-73.984,40.7123
30,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2006,"4 Year June",124,53,8,34,11,46,20,NULL,-73.984,40.7123
31,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2006,"4 Year August",124,60,8,34,18,39,20,NULL,-73.984,40.7123
32,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2006,"5 Year June",116,72,8,35,29,11,25,NULL,-73.984,40.7123
33,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2006,"5 Year August",116,77,8,36,33,6,25,NULL,-73.984,40.7123
34,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2007,"4 Year June",150,99,17,60,22,25,17,NULL,-73.984,40.7123
35,"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2007,"4 Year August",150,106,17,63,26,18,17,NULL,-73.984,40.7123
36,"01M450","EAST SIDE COMMUNITY SCHOOL",2001,"4 Year June",61,41,0,40,1,7,12,NULL,-73.9824,40.7293
37,"01M450","EAST SIDE COMMUNITY SCHOOL",2001,"5 Year",61,45,0,44,1,1,14,NULL,-73.9824,40.7293
38,"01M450","EAST SIDE COMMUNITY SCHOOL",2001,"6 Year",61,46,0,45,1,0,14,NULL,-73.9824,40.7293
39,"01M450","EAST SIDE COMMUNITY SCHOOL",2002,"4 Year June",72,45,0,45,0,18,7,NULL,-73.9824,40.7293
40,"01M450","EAST SIDE COMMUNITY SCHOOL",2002,"5 Year",72,54,0,52,2,5,11,NULL,-73.9824,40.7293
41,"01M450","EAST SIDE COMMUNITY SCHOOL",2002,"6 Year",72,55,0,53,2,1,14,NULL,-73.9824,40.7293
42,"01M450","EAST SIDE COMMUNITY SCHOOL",2003,"4 Year June",79,49,0,44,5,20,10,NULL,-73.9824,40.7293
43,"01M450","EAST SIDE COMMUNITY SCHOOL",2003,"5 Year",79,59,0,51,8,2,17,NULL,-73.9824,40.7293
44,"01M450","EAST SIDE COMMUNITY SCHOOL",2003,"6 Year",78,59,0,51,8,1,17,NULL,-73.9824,40.7293
45,"01M450","EAST SIDE COMMUNITY SCHOOL",2004,"4 Year June",80,58,0,48,10,13,9,NULL,-73.9824,40.7293
46,"01M450","EAST SIDE COMMUNITY SCHOOL",2004,"5 Year",77,62,0,50,12,3,10,NULL,-73.9824,40.7293
47,"01M450","EAST SIDE COMMUNITY SCHOOL",2004,"6 Year",78,63,0,51,12,1,11,NULL,-73.9824,40.7293
48,"01M450","EAST SIDE COMMUNITY SCHOOL",2005,"4 Year June",85,61,0,58,3,11,9,NULL,-73.9824,40.7293
49,"01M450","EAST SIDE COMMUNITY SCHOOL",2005,"4 Year August",85,62,0,59,3,10,9,NULL,-73.9824,40.7293
50,"01M450","EAST SIDE COMMUNITY SCHOOL",2005,"5 Year",86,63,0,60,3,3,11,NULL,-73.9824,40.7293
51,"01M450","EAST SIDE COMMUNITY SCHOOL",2005,"6 Year",86,64,0,61,3,1,13,NULL,-73.9824,40.7293
52,"01M450","EAST SIDE COMMUNITY SCHOOL",2006,"4 Year June",90,70,0,67,3,15,5,NULL,-73.9824,40.7293
53,"01M450","EAST SIDE COMMUNITY SCHOOL",2006,"4 Year August",90,71,0,68,3,14,5,NULL,-73.9824,40.7293
54,"01M450","EAST SIDE COMMUNITY SCHOOL",2006,"5 Year June",91,75,0,72,3,6,9,NULL,-73.9824,40.7293
55,"01M450","EAST SIDE COMMUNITY SCHOOL",2006,"5 Year August",91,77,0,74,3,4,9,NULL,-73.9824,40.7293
56,"01M450","EAST SIDE COMMUNITY SCHOOL",2007,"4 Year June",89,56,0,56,0,23,7,NULL,-73.9824,40.7293
57,"01M450","EAST SIDE COMMUNITY SCHOOL",2007,"4 Year August",89,63,0,63,0,16,7,NULL,-73.9824,40.7293
58,"01M509","MARTA VALLE SECONDARY SCHOOL",2001,"4 Year June",69,34,0,6,28,19,10,NULL,-73.9861,40.7202
59,"01M509","MARTA VALLE SECONDARY SCHOOL",2001,"5 Year",69,45,0,6,39,5,13,NULL,-73.9861,40.7202
60,"01M509","MARTA VALLE SECONDARY SCHOOL",2001,"6 Year",69,47,0,6,41,1,15,NULL,-73.9861,40.7202
61,"01M509","MARTA VALLE SECONDARY SCHOOL",2002,"4 Year June",55,22,4,7,11,18,11,NULL,-73.9861,40.7202
62,"01M509","MARTA VALLE SECONDARY SCHOOL",2002,"5 Year",55,33,4,8,21,2,14,NULL,-73.9861,40.7202
63,"01M509","MARTA VALLE SECONDARY SCHOOL",2002,"6 Year",55,34,4,9,21,0,15,NULL,-73.9861,40.7202
64,"01M509","MARTA VALLE SECONDARY SCHOOL",2003,"4 Year June",70,31,0,22,9,20,18,NULL,-73.9861,40.7202
65,"01M509","MARTA VALLE SECONDARY SCHOOL",2003,"5 Year",70,41,0,24,17,6,20,NULL,-73.9861,40.7202
66,"01M509","MARTA VALLE SECONDARY SCHOOL",2003,"6 Year",68,42,0,24,18,1,22,NULL,-73.9861,40.7202
67,"01M509","MARTA VALLE SECONDARY SCHOOL",2004,"4 Year June",65,29,3,10,16,27,8,NULL,-73.9861,40.7202
68,"01M509","MARTA VALLE SECONDARY SCHOOL",2004,"5 Year",64,34,3,11,20,9,15,NULL,-73.9861,40.7202
69,"01M509","MARTA VALLE SECONDARY SCHOOL",2004,"6 Year",65,38,3,13,22,4,17,NULL,-73.9861,40.7202
70,"01M509","MARTA VALLE SECONDARY SCHOOL",2005,"4 Year June",88,49,18,20,11,20,14,NULL,-73.9861,40.7202
71,"01M509","MARTA VALLE SECONDARY SCHOOL",2005,"4 Year August",88,57,18,23,16,12,14,NULL,-73.9861,40.7202
72,"01M509","MARTA VALLE SECONDARY SCHOOL",2005,"5 Year",90,64,18,26,20,5,15,NULL,-73.9861,40.7202
73,"01M509","MARTA VALLE SECONDARY SCHOOL",2005,"6 Year",90,66,18,27,21,1,16,NULL,-73.9861,40.7202
74,"01M509","MARTA VALLE SECONDARY SCHOOL",2006,"4 Year June",84,47,17,23,7,25,5,NULL,-73.9861,40.7202
75,"01M509","MARTA VALLE SECONDARY SCHOOL",2006,"4 Year August",84,50,18,23,9,22,5,NULL,-73.9861,40.7202
76,"01M509","MARTA VALLE SECONDARY SCHOOL",2006,"5 Year June",86,57,18,25,14,4,15,NULL,-73.9861,40.7202
77,"01M509","MARTA VALLE SECONDARY SCHOOL",2006,"5 Year August",86,59,18,27,14,2,15,NULL,-73.9861,40.7202
78,"01M509","MARTA VALLE SECONDARY SCHOOL",2007,"4 Year June",95,47,8,26,13,28,15,NULL,-73.9861,40.7202
79,"01M509","MARTA VALLE SECONDARY SCHOOL",2007,"4 Year August",95,53,8,29,16,22,15,NULL,-73.9861,40.7202
80,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2001,"4 Year June",166,88,0,36,53,45,30,NULL,-73.9862,40.72
81,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2001,"5 Year",166,108,0,43,66,14,41,NULL,-73.9862,40.72
82,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2001,"6 Year",166,117,0,45,73,3,43,NULL,-73.9862,40.72
83,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2002,"4 Year June",172,77,0,53,24,67,28,NULL,-73.9862,40.72
84,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2002,"5 Year",172,109,12,60,37,24,39,NULL,-73.9862,40.72
85,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2002,"6 Year",172,116,13,62,41,11,45,NULL,-73.9862,40.72
86,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2003,"4 Year June",205,86,48,23,15,80,39,NULL,-73.9862,40.72
87,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2003,"5 Year",205,106,55,25,26,51,48,NULL,-73.9862,40.72
88,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2003,"6 Year",207,120,58,29,33,32,54,NULL,-73.9862,40.72
89,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2004,"4 Year June",200,97,60,14,23,78,25,NULL,-73.9862,40.72
90,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2004,"5 Year",204,126,74,23,29,42,34,NULL,-73.9862,40.72
91,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2004,"6 Year",208,129,75,24,30,37,40,NULL,-73.9862,40.72
92,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2005,"4 Year June",154,70,45,11,14,64,20,NULL,-73.9862,40.72
93,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2005,"4 Year August",154,77,46,13,18,57,20,NULL,-73.9862,40.72
94,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2005,"5 Year",167,104,62,23,19,22,38,NULL,-73.9862,40.72
95,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2005,"6 Year",178,123,63,31,29,10,41,NULL,-73.9862,40.72
96,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2006,"4 Year June",193,105,69,22,14,53,35,NULL,-73.9862,40.72
97,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2006,"4 Year August",193,105,69,22,14,53,35,NULL,-73.9862,40.72
98,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2006,"5 Year June",293,158,78,53,27,32,97,NULL,-73.9862,40.72
99,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2006,"5 Year August",293,165,78,59,28,27,95,NULL,-73.9862,40.72
100,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2007,"4 Year June",235,74,40,26,8,86,70,NULL,-73.9862,40.72
101,"01M515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2007,"4 Year August",235,81,42,29,10,80,69,NULL,-73.9862,40.72
102,"01M539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH SCHOOL",2003,"4 Year June",58,58,49,8,1,0,0,NULL,-73.9796,40.7191
103,"01M539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH SCHOOL",2003,"5 Year",58,58,49,8,1,0,0,NULL,-73.9796,40.7191
104,"01M539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH SCHOOL",2003,"6 Year",58,58,49,8,1,0,0,NULL,-73.9796,40.7191
105,"01M539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH SCHOOL",2004,"4 Year June",60,58,54,4,0,0,2,NULL,-73.9796,40.7191
106,"01M539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH SCHOOL",2004,"5 Year",60,58,54,4,0,0,1,NULL,-73.9796,40.7191
107,"01M539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH SCHOOL",2004,"6 Year",60,58,54,4,0,0,1,NULL,-73.9796,40.7191
108,"01M539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH SCHOOL",2005,"4 Year June",49,47,38,9,0,2,0,NULL,-73.9796,40.7191
109,"01M539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH SCHOOL",2005,"4 Year August",49,49,39,9,1,0,0,NULL,-73.9796,40.7191
110,"01M539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH SCHOOL",2005,"5 Year",49,49,39,9,1,0,0,NULL,-73.9796,40.7191
111,"01M539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH SCHOOL",2005,"6 Year",49,49,39,9,1,0,0,NULL,-73.9796,40.7191
112,"01M539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH SCHOOL",2006,"4 Year June",46,46,31,15,0,0,0,NULL,-73.9796,40.7191
113,"01M539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH SCHOOL",2006,"4 Year August",46,46,31,15,0,0,0,NULL,-73.9796,40.7191
114,"01M539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH SCHOOL",2006,"5 Year June",46,46,31,15,0,0,0,NULL,-73.9796,40.7191
115,"01M539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH SCHOOL",2006,"5 Year August",46,46,31,15,0,0,0,NULL,-73.9796,40.7191
116,"01M539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH SCHOOL",2007,"4 Year June",128,122,88,34,0,3,3,NULL,-73.9796,40.7191
117,"01M539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH SCHOOL",2007,"4 Year August",128,122,88,34,0,3,3,NULL,-73.9796,40.7191
118,"01M650","CASCADES HIGH SCHOOL",2001,"4 Year June",86,27,0,2,25,47,11,NULL,-73.9905,40.7223
119,"01M650","CASCADES HIGH SCHOOL",2001,"5 Year",86,42,0,3,39,17,26,NULL,-73.9905,40.7223
120,"01M650","CASCADES HIGH SCHOOL",2001,"6 Year",86,46,0,3,43,9,30,NULL,-73.9905,40.7223
121,"01M650","CASCADES HIGH SCHOOL",2002,"4 Year June",92,22,0,6,16,62,8,NULL,-73.9905,40.7223
122,"01M650","CASCADES HIGH SCHOOL",2002,"5 Year",92,44,0,12,32,30,17,NULL,-73.9905,40.7223
123,"01M650","CASCADES HIGH SCHOOL",2002,"6 Year",92,59,0,16,43,11,21,NULL,-73.9905,40.7223
124,"01M650","CASCADES HIGH SCHOOL",2003,"4 Year June",93,27,0,7,20,62,4,NULL,-73.9905,40.7223
125,"01M650","CASCADES HIGH SCHOOL",2003,"5 Year",93,62,0,20,42,21,9,NULL,-73.9905,40.7223
126,"01M650","CASCADES HIGH SCHOOL",2003,"6 Year",102,78,0,26,52,8,15,NULL,-73.9905,40.7223
127,"01M650","CASCADES HIGH SCHOOL",2004,"4 Year June",67,28,0,10,18,31,7,NULL,-73.9905,40.7223
128,"01M650","CASCADES HIGH SCHOOL",2004,"5 Year",87,59,0,23,36,15,13,NULL,-73.9905,40.7223
129,"01M650","CASCADES HIGH SCHOOL",2004,"6 Year",89,71,0,28,43,4,12,NULL,-73.9905,40.7223
130,"01M650","CASCADES HIGH SCHOOL",2005,"4 Year June",95,31,0,17,14,54,7,NULL,-73.9905,40.7223
131,"01M650","CASCADES HIGH SCHOOL",2005,"4 Year August",95,34,0,17,17,51,7,NULL,-73.9905,40.7223
132,"01M650","CASCADES HIGH SCHOOL",2005,"5 Year",115,67,0,31,36,24,19,NULL,-73.9905,40.7223
133,"01M650","CASCADES HIGH SCHOOL",2005,"6 Year",115,85,0,40,45,4,22,NULL,-73.9905,40.7223
134,"01M650","CASCADES HIGH SCHOOL",2006,"4 Year June",89,49,0,36,13,34,6,NULL,-73.9905,40.7223
135,"01M650","CASCADES HIGH SCHOOL",2006,"4 Year August",89,49,0,36,13,34,6,NULL,-73.9905,40.7223
136,"01M650","CASCADES HIGH SCHOOL",2006,"5 Year June",138,97,0,70,27,16,24,NULL,-73.9905,40.7223
137,"01M650","CASCADES HIGH SCHOOL",2006,"5 Year August",138,98,0,70,28,15,24,NULL,-73.9905,40.7223
138,"01M650","CASCADES HIGH SCHOOL",2007,"4 Year June",118,45,0,29,16,54,18,NULL,-73.9905,40.7223
139,"01M650","CASCADES HIGH SCHOOL",2007,"4 Year August",118,50,0,32,18,49,18,NULL,-73.9905,40.7223
140,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2001,"4 Year June",119,112,0,110,2,5,2,NULL,-73.9761,40.7183
141,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2001,"5 Year",119,116,0,113,3,0,3,NULL,-73.9761,40.7183
142,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2001,"6 Year",119,116,0,113,3,0,3,NULL,-73.9761,40.7183
143,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2002,"4 Year June",110,104,0,103,1,6,0,NULL,-73.9761,40.7183
144,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2002,"5 Year",110,108,0,107,1,0,2,NULL,-73.9761,40.7183
145,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2002,"6 Year",110,108,0,107,1,0,2,NULL,-73.9761,40.7183
146,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2003,"4 Year June",126,123,0,123,0,2,1,NULL,-73.9761,40.7183
147,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2003,"5 Year",126,123,0,123,0,0,3,NULL,-73.9761,40.7183
148,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2003,"6 Year",126,123,0,123,0,0,3,NULL,-73.9761,40.7183
149,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2004,"4 Year June",117,108,0,108,0,8,1,NULL,-73.9761,40.7183
150,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2004,"5 Year",115,109,0,109,0,0,6,NULL,-73.9761,40.7183
151,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2004,"6 Year",115,109,0,109,0,0,6,NULL,-73.9761,40.7183
152,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2005,"4 Year June",115,107,0,107,0,7,1,NULL,-73.9761,40.7183
153,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2005,"4 Year August",115,107,0,107,0,7,1,NULL,-73.9761,40.7183
154,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2005,"5 Year",113,108,0,108,0,2,3,NULL,-73.9761,40.7183
155,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2005,"6 Year",114,109,0,109,0,1,4,NULL,-73.9761,40.7183
156,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2006,"4 Year June",139,134,0,134,0,4,1,NULL,-73.9761,40.7183
157,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2006,"4 Year August",139,136,0,136,0,2,1,NULL,-73.9761,40.7183
158,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2006,"5 Year June",137,136,0,136,0,0,1,NULL,-73.9761,40.7183
159,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2006,"5 Year August",137,136,0,136,0,0,1,NULL,-73.9761,40.7183
160,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2007,"4 Year June",125,122,0,122,0,2,1,NULL,-73.9761,40.7183
161,"01M696","BARD HIGH SCHOOL EARLY COLLEGE",2007,"4 Year August",125,123,0,123,0,1,1,NULL,-73.9761,40.7183
162,"02M047","AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL",2005,"4 Year June",24,9,0,4,5,9,3,NULL,-73.9816,40.7384
163,"02M047","AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL",2005,"4 Year August",24,11,0,4,7,7,3,NULL,-73.9816,40.7384
164,"02M047","AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL",2005,"5 Year",24,12,0,4,8,1,6,NULL,-73.9816,40.7384
165,"02M047","AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL",2005,"6 Year",25,14,0,5,9,1,5,NULL,-73.9816,40.7384
166,"02M047","AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL",2006,"4 Year June",25,19,0,8,11,4,1,NULL,-73.9816,40.7384
167,"02M047","AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL",2006,"4 Year August",25,19,0,8,11,4,1,NULL,-73.9816,40.7384
168,"02M047","AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL",2006,"5 Year June",26,19,0,8,11,2,1,NULL,-73.9816,40.7384
169,"02M047","AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL",2006,"5 Year August",26,19,0,8,11,2,1,NULL,-73.9816,40.7384
170,"02M047","AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL",2007,"4 Year June",23,16,1,11,4,4,1,NULL,-73.9816,40.7384
171,"02M047","AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL",2007,"4 Year August",23,16,1,11,4,4,1,NULL,-73.9816,40.7384
172,"02M288","FOOD AND FINANCE HIGH SCHOOL",2004,"4 Year June",80,53,0,50,3,11,16,NULL,-73.993,40.7655
173,"02M288","FOOD AND FINANCE HIGH SCHOOL",2004,"5 Year",83,58,0,54,4,3,18,NULL,-73.993,40.7655
174,"02M288","FOOD AND FINANCE HIGH SCHOOL",2004,"6 Year",84,59,0,54,5,2,21,NULL,-73.993,40.7655
175,"02M288","FOOD AND FINANCE HIGH SCHOOL",2005,"4 Year June",79,59,0,48,11,17,2,NULL,-73.993,40.7655
176,"02M288","FOOD AND FINANCE HIGH SCHOOL",2005,"4 Year August",79,70,0,53,17,6,2,NULL,-73.993,40.7655
177,"02M288","FOOD AND FINANCE HIGH SCHOOL",2005,"5 Year",78,72,0,54,18,1,3,NULL,-73.993,40.7655
178,"02M288","FOOD AND FINANCE HIGH SCHOOL",2005,"6 Year",78,72,0,54,18,1,3,NULL,-73.993,40.7655
179,"02M288","FOOD AND FINANCE HIGH SCHOOL",2006,"4 Year June",102,91,0,77,14,5,3,NULL,-73.993,40.7655
180,"02M288","FOOD AND FINANCE HIGH SCHOOL",2006,"4 Year August",102,92,0,78,14,4,3,NULL,-73.993,40.7655
181,"02M288","FOOD AND FINANCE HIGH SCHOOL",2006,"5 Year June",100,93,0,78,15,0,5,NULL,-73.993,40.7655
182,"02M288","FOOD AND FINANCE HIGH SCHOOL",2006,"5 Year August",100,93,0,78,15,0,5,NULL,-73.993,40.7655
183,"02M288","FOOD AND FINANCE HIGH SCHOOL",2007,"4 Year June",90,69,0,61,8,10,8,NULL,-73.993,40.7655
184,"02M288","FOOD AND FINANCE HIGH SCHOOL",2007,"4 Year August",90,73,0,65,8,6,8,NULL,-73.993,40.7655
185,"02M294","ESSEX STREET ACADEMY",2004,"4 Year June",96,81,0,48,33,10,5,NULL,-73.9894,40.717
186,"02M294","ESSEX STREET ACADEMY",2004,"5 Year",95,83,0,49,34,6,6,NULL,-73.9894,40.717
187,"02M294","ESSEX STREET ACADEMY",2004,"6 Year",96,83,0,50,33,2,9,NULL,-73.9894,40.717
188,"02M294","ESSEX STREET ACADEMY",2005,"4 Year June",70,54,0,53,1,15,0,NULL,-73.9894,40.717
189,"02M294","ESSEX STREET ACADEMY",2005,"4 Year August",70,58,0,56,2,11,0,NULL,-73.9894,40.717
190,"02M294","ESSEX STREET ACADEMY",2005,"5 Year",66,59,0,57,2,1,6,NULL,-73.9894,40.717
191,"02M294","ESSEX STREET ACADEMY",2005,"6 Year",67,60,0,58,2,0,7,NULL,-73.9894,40.717
192,"02M294","ESSEX STREET ACADEMY",2006,"4 Year June",89,64,0,58,6,15,9,NULL,-73.9894,40.717
193,"02M294","ESSEX STREET ACADEMY",2006,"4 Year August",89,67,0,58,9,12,9,NULL,-73.9894,40.717
194,"02M294","ESSEX STREET ACADEMY",2006,"5 Year June",88,67,0,58,9,2,18,NULL,-73.9894,40.717
195,"02M294","ESSEX STREET ACADEMY",2006,"5 Year August",88,68,0,59,9,1,18,NULL,-73.9894,40.717
196,"02M294","ESSEX STREET ACADEMY",2007,"4 Year June",80,47,0,12,35,20,8,NULL,-73.9894,40.717
197,"02M294","ESSEX STREET ACADEMY",2007,"4 Year August",80,54,0,19,35,13,8,NULL,-73.9894,40.717
198,"02M296","HIGH SCHOOL OF HOSPITALITY MANAGEMENT",2004,"4 Year June",81,59,0,39,20,15,7,NULL,-73.9933,40.7656
