id,dbn,school_name,cohort_year,cohort_category,students,grads,regents,adv_regents,local,enrolled,dropouts,address,long,lat
1207,"02M625","HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS",2007,"4 Year August",401,225,1,185,39,71,88,NULL,-73.9909,40.7636
1229,"02M630","ART AND DESIGN HIGH SCHOOL",2007,"4 Year August",274,216,38,156,22,35,17,NULL,-73.9659,40.7591
1251,"02M655","LIFE SCIENCES SECONDARY SCHOOL",2007,"4 Year August",113,85,10,56,19,14,11,NULL,-73.9459,40.7833
1284,"03M283","MANHATTAN THEATRE LAB HIGH SCHOOL",2007,"4 Year August",91,42,0,20,22,27,17,NULL,-73.9851,40.7746
1294,"03M299","HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2007,"4 Year August",87,51,1,33,17,13,17,NULL,-73.9855,40.7747
1307,"03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES",2007,"4 Year August",95,69,2,47,20,9,13,NULL,-73.9858,40.7748
1313,"03M404","INNOVATION DIPLOMA PLUS",2007,"4 Year August",131,32,0,27,5,80,14,NULL,-73.974,40.7857
1335,"03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS",2007,"4 Year August",122,76,7,57,12,25,16,NULL,-73.9543,40.8027
1357,"03M470","LOUIS D BRANDEIS HIGH SCHOOL",2007,"4 Year August",452,167,18,88,61,116,138,NULL,-73.9739,40.7857
1379,"03M479","BEACON HIGH SCHOOL",2007,"4 Year August",284,280,0,250,30,2,2,NULL,-73.9884,40.7726
1401,"03M485","FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC",2007,"4 Year August",601,592,469,120,3,6,3,NULL,-73.9855,40.774
1423,"03M492","HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2007,"4 Year August",102,76,24,45,7,12,11,NULL,-73.9861,40.775
1442,"03M494","HIGH SCHOOL OF ARTS AND TECHNOLOGY",2007,"4 Year August",142,102,2,83,17,23,13,NULL,-73.9858,40.7751
1464,"03M505","EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL",2007,"4 Year August",238,68,1,46,21,135,30,NULL,-73.9667,40.7972
1480,"03M541","MANHATTAN/HUNTER SCIENCE HIGH SCHOOL",2007,"4 Year August",112,98,26,66,6,10,3,NULL,-73.9854,40.7749
1496,"03M860","FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL",2007,"4 Year August",64,43,2,36,5,15,4,NULL,-73.954,40.8025
1518,"04M409","COALITION SCHOOL FOR SOCIAL CHANGE",2007,"4 Year August",106,55,0,30,25,16,28,NULL,-73.9337,40.799
1540,"04M435","MANHATTAN CENTER FOR SCIENCE & MATHEMATICS",2007,"4 Year August",388,356,214,131,11,17,3,NULL,-73.9333,40.794
1562,"04M495","PARK EAST HIGH SCHOOL",2007,"4 Year August",84,61,3,51,7,8,8,NULL,-73.944,40.7902
1584,"04M555","CENTRAL PARK EAST HIGH SCHOOL",2007,"4 Year August",62,50,1,42,7,8,3,NULL,-73.9488,40.7936
1606,"04M610","YOUNG WOMEN'S LEADERSHIP SCHOOL",2007,"4 Year August",64,63,4,53,6,1,0,NULL,-73.9472,40.7929
1628,"04M635","ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY SCHOOL",2007,"4 Year August",98,44,0,22,22,27,23,NULL,-73.942,40.7851
1650,"04M680","HERITAGE SCHOOL (THE)",2007,"4 Year August",77,48,8,34,6,19,8,NULL,-73.9468,40.792
1689,"05M285","HARLEM RENAISSENCE HIGH SCHOOL",2007,"4 Year August",89,36,0,26,10,38,15,NULL,-73.94,40.8078
1702,"05M304","MOTT HALL HIGH SCHOOL",2007,"4 Year August",93,67,0,57,10,9,6,NULL,-73.9474,40.8173
1704,"05M367","ACADEMY FOR SOCIAL ACTION-A COLLEGE BOARD SCHOOL",2007,"4 Year August",53,45,1,30,14,6,1,NULL,-73.9558,40.8156
1710,"05M369","URBAN ASSEMBLY FOR THE PERFORMING ARTS",2007,"4 Year August",70,49,0,45,4,11,7,NULL,-73.9555,40.8155
1732,"05M469","CHOIR ACADEMY OF HARLEM",2007,"4 Year August",45,30,0,17,13,12,2,NULL,-73.9389,40.8073
1754,"05M499","FREDERICK DOUGLASS ACADEMY",2007,"4 Year August",204,187,72,114,1,6,9,NULL,-73.9366,40.8241
1776,"05M670","THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CH",2007,"4 Year August",95,74,1,61,12,12,3,NULL,-73.9442,40.8152
1798,"05M685","BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL",2007,"4 Year August",129,59,1,42,16,33,28,NULL,-73.9471,40.8175
1817,"05M692","HIGH SCHOOL MATH SCIENCE AND ENGINEERING AT CCNY",2007,"4 Year August",111,109,95,14,0,1,1,NULL,-73.9489,40.8214
1839,"06M462","HIGH SCHOOL FOR INTERNATIONAL-BUSINESS & FINANCE",2007,"4 Year August",169,115,7,88,20,21,19,NULL,-73.9262,40.8552
1861,"06M463","HIGH SCHOOL FOR MEDIA & COMMUNICATIONS",2007,"4 Year August",149,91,5,65,21,34,19,NULL,-73.9266,40.8554
1883,"06M467","HIGH SCHOOL FOR LAW & PUBLIC SERVICE",2007,"4 Year August",174,129,8,111,10,7,22,NULL,-73.9264,40.8557
1905,"06M468","HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES",2007,"4 Year August",175,104,14,62,28,33,24,NULL,-73.9259,40.8555
1927,"06M540","A PHILIP RANDOLPH CAMPUS HIGH SCHOOL",2007,"4 Year August",327,271,76,190,5,24,15,NULL,-73.9501,40.8184
1949,"06M552","GREGORIO LUPERON HIGH SCH FOR SCIENCE AND MATHEMAT",2007,"4 Year August",89,61,22,38,1,22,6,NULL,-73.9384,40.8383
1962,"07X221","SOUTH BRONX PREPARATORY - A COLLEGE BOARD SCHOOL",2007,"4 Year August",66,61,4,47,10,2,2,NULL,-73.9208,40.8133
1981,"07X321","CROTONA ACADEMY HIGH SCHOOL",2007,"4 Year August",49,5,0,4,1,28,15,NULL,-73.9118,40.8172
1994,"07X379","JILL CHAIFETZ TRANSFER HIGH SCHOOL",2007,"4 Year August",92,11,0,7,4,68,10,NULL,-73.905,40.8191
2003,"07X381","BRONX HAVEN HIGH SCHOOL",2007,"4 Year August",71,8,0,1,7,59,4,NULL,-73.92,40.8186
2022,"07X427","COMMUNITY SCHOOL FOR SOCIAL JUSTICE",2007,"4 Year August",76,58,0,56,2,9,6,NULL,-73.9303,40.8157
2044,"07X473","MOTT HAVEN VILLAGE PREP HIGH SCHOOL",2007,"4 Year August",85,49,0,31,18,19,14,NULL,-73.9114,40.8184
2066,"07X495","UNIVERSITY HEIGHTS",2007,"4 Year August",110,98,0,45,53,5,7,NULL,-73.911521,40.818105
2088,"07X500","HOSTOS-LINCOLN ACADEMY OF SCIENCE",2007,"4 Year August",87,79,28,32,19,7,1,NULL,-73.9279,40.8181
2110,"07X520","FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES",2007,"4 Year August",109,63,4,40,19,20,16,NULL,-73.9096,40.8111
2129,"07X527","BRONX LEADERSHIP ACADEMY II HIGH SCHOOL",2007,"4 Year August",109,62,2,45,15,20,20,NULL,-73.9238,40.8218
2148,"07X547","NEW EXPLORERS HIGH SCHOOL",2007,"4 Year August",82,41,1,23,17,14,17,NULL,-73.9237,40.8221
2170,"07X548","URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS",2007,"4 Year August",82,71,2,59,10,6,5,NULL,-73.9236,40.8224
2186,"07X551","BRONX ACADEMY OF LETTERS",2007,"4 Year August",89,74,11,57,6,10,3,NULL,-73.9258,40.8139
2208,"07X600","ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL",2007,"4 Year August",264,144,12,70,62,79,29,NULL,-73.9199,40.8184
2230,"07X655","SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH",2007,"4 Year August",294,120,7,78,35,73,75,NULL,-73.9074,40.8106
2252,"07X670","HEALTH OPPORTUNITIES HIGH SCHOOL",2007,"4 Year August",154,115,14,90,11,9,25,NULL,-73.9302,40.8159
2258,"08X282","WOMEN'S ACADEMY OF EXCELLENCE",2007,"4 Year August",65,57,1,48,8,2,6,NULL,-73.856,40.8147
2274,"08X293","RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE",2007,"4 Year August",126,91,6,74,11,5,24,NULL,-73.8392,40.8405
2290,"08X295","GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH",2007,"4 Year August",123,65,2,44,19,29,18,NULL,-73.8559,40.8221
2306,"08X305","PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST",2007,"4 Year August",108,56,1,42,13,22,26,NULL,-73.8561,40.8219
2322,"08X312","MILLENIUM ART ACADEMY",2007,"4 Year August",115,82,4,60,18,19,13,NULL,-73.8555,40.822
2328,"08X332","HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH",2007,"4 Year August",104,58,2,44,12,24,18,NULL,-73.8978,40.8176
2341,"08X377","BRONX COMMUNITY HIGH SCHOOL",2007,"4 Year August",107,15,0,7,8,60,29,NULL,-73.8553,40.821
2363,"08X405","HERBERT H LEHMAN HIGH SCHOOL",2007,"4 Year August",982,500,95,297,108,220,220,NULL,-73.8389,40.8405
2398,"08X452","BRONX GUILD HIGH SCHOOL",2007,"4 Year August",85,60,0,33,27,7,14,NULL,-73.8554,40.8216
2411,"08X519","FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB",2007,"4 Year August",81,51,0,29,22,18,11,NULL,-73.881,40.821
2433,"08X530","BANANA KELLY HIGH SCHOOL",2007,"4 Year August",99,55,1,35,19,20,18,NULL,-73.8981,40.8178
2449,"08X540","SCHOOL FOR COMMUNITY RESEARCH AND LEARNING",2007,"4 Year August",126,56,0,37,19,24,39,NULL,-73.8559,40.8209
2471,"08X560","HS 560 BRONX ACADEMY HIGH SCHOOL",2007,"4 Year August",176,35,0,20,15,80,47,NULL,-73.8806,40.821
2493,"08X650","JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS",2007,"4 Year August",362,167,10,129,28,90,91,NULL,-73.9026,40.8218
2522,"09X227","BRONX EXPEDITIONARY LEARNING HIGH SCHOOL",2007,"4 Year August",91,43,0,38,5,18,24,NULL,-73.9114,40.84
2535,"09X231","EAGLE ACADEMY FOR YOUNG MEN",2007,"4 Year August",117,83,6,63,14,24,6,NULL,-73.8972,40.8452
2548,"09X239","URBAN ASSEMBLY ACAD-HISTORY AND CITIZENSHIP FOR YO",2007,"4 Year August",83,34,8,1,25,23,22,NULL,-73.911,40.8399
2550,"09X241","URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE",2007,"4 Year August",71,69,19,43,7,0,2,NULL,-73.9021,40.8391
2560,"09X250","EXIMIUS COLLEGE PREPARATORY ACADEMY",2007,"4 Year August",57,43,4,24,15,5,7,NULL,-73.9027,40.8337
2570,"09X252","MOTT HALL BRONX HIGH SCHOOL",2007,"4 Year August",101,85,8,71,6,9,4,NULL,-73.9019,40.8394
2580,"09X260","BRONX CENTER FOR SCIENCE AND MATHEMATICS",2007,"4 Year August",99,83,27,51,5,9,4,NULL,-73.9026,40.8339
2590,"09X263","VALIDUS PREPARATORY ACADEMY",2007,"4 Year August",102,67,1,46,20,20,8,NULL,-73.9017,40.8397
2600,"09X276","LEADERSHIP INSTITUTE",2007,"4 Year August",86,50,2,39,9,10,22,NULL,-73.8979,40.8418
2616,"09X297","MORRIS ACADEMY FOR COLLABORATIVE STUDIES",2007,"4 Year August",106,72,0,47,25,17,12,NULL,-73.9044,40.8272
2622,"09X329","DREAMYARD PREPARATORY SCHOOL",2007,"4 Year August",90,44,0,31,13,25,17,NULL,-73.9115,40.8398
2624,"09X365","ACADEMY FOR LANGUAGE AND TECHNOLOGY",2007,"4 Year August",90,73,3,45,25,12,5,NULL,-73.9156,40.8496
2646,"09X403","BRONX INTERNATIONAL HIGH SCHOOL",2007,"4 Year August",104,62,0,36,26,32,4,NULL,-73.9042,40.8272
2668,"09X404","SCHOOL FOR EXCELLENCE",2007,"4 Year August",125,80,0,55,25,13,26,NULL,-73.9039,40.8271
2687,"09X412","BRONX HIGH SCHOOL OF BUSINESS",2007,"4 Year August",122,62,3,50,9,36,13,NULL,-73.9111,40.8397
2706,"09X413","BRONX HIGH SCHOOL FOR MEDICAL SCIENCE",2007,"4 Year August",70,54,18,28,8,10,2,NULL,-73.9116,40.8396
2725,"09X414","JONATHAN LEVIN HS OF MEDIA AND COMMUNICATIONS",2007,"4 Year August",132,51,3,39,9,67,12,NULL,-73.9112,40.8395
2747,"09X505","BRONX SCHOOL FOR LAW GOVERNMENT AND JUSTICE",2007,"4 Year August",99,70,1,49,20,7,12,NULL,-73.919,40.8275
2760,"09X517","FREDERICK DOUGLAS ACADEMY III SECONDARY SCHOOL",2007,"4 Year August",89,72,3,39,30,10,5,NULL,-73.9039,40.834
2782,"09X525","BRONX LEADERSHIP ACADEMY HIGH SCHOOL",2007,"4 Year August",166,112,1,92,19,20,24,NULL,-73.903,40.8433
2801,"09X543","HIGH SCHOOL FOR VIOLIN AND DANCE",2007,"4 Year August",50,39,1,28,10,3,6,NULL,-73.9036,40.827
2823,"10X141","RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141)",2007,"4 Year August",160,140,23,100,17,6,7,NULL,-73.9136,40.8879
2836,"10X213","BRONX ENGINEERING AND TECHNOLOGY ACADEMY",2007,"4 Year August",97,69,18,36,15,16,10,NULL,-73.9131,40.8779
2846,"10X225","THEATRE ARTS PRODUCTION COMPANY SCHOOL",2007,"4 Year August",85,73,28,31,14,8,3,NULL,-73.8971,40.8546
2859,"10X237","MARIE CURIE HIGH SCH-NURSING, MEDICINE & APPLIED H",2007,"4 Year August",79,50,0,40,10,19,8,NULL,-73.9017,40.8759
2872,"10X243","WEST BRONX ACADEMY FOR THE FUTURE",2007,"4 Year August",72,41,0,33,8,20,7,NULL,-73.8888,40.86
2882,"10X268","KINGSBRIDGE INTERNATIONAL HIGH SCHOOL",2007,"4 Year August",135,80,12,56,12,34,19,NULL,-73.8975,40.8705
2898,"10X284","BRONX SCHOOL OF LAW AND FINANCE",2007,"4 Year August",98,68,5,51,12,9,20,NULL,-73.9131,40.8782
2917,"10X319","PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH",2007,"4 Year August",92,19,0,14,5,51,21,NULL,-73.8935,40.8483
2927,"10X342","INTERNATIONAL SCHOOL FOR LIBERAL ARTS",2007,"4 Year August",99,64,8,43,13,19,14,NULL,-73.8977,40.8704
2943,"10X368","IN TECH ACADEMY (MS/HS 368)",2007,"4 Year August",118,91,16,53,22,19,6,NULL,-73.9111,40.879
2945,"10X374","KNOWLEDGE AND POWER PREP ACADEMY INTERNATIONAL HIG",2007,"4 Year August",114,107,31,71,5,5,2,NULL,-73.8884,40.8597
2985,"10X433","HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS",2007,"4 Year August",120,85,6,66,13,15,19,NULL,-73.8974,40.8708
3004,"10X434","BELMONT PREP HIGH SCHOOL",2007,"4 Year August",74,53,0,46,7,9,9,NULL,-73.888,40.8595
3029,"10X437","FORDHAM HIGH SCHOOL FOR THE ARTS",2007,"4 Year August",69,59,11,34,14,8,2,NULL,-73.8892,40.8596
3048,"10X438","FORDHAM LEADERSHIP ACADEMY FOR BUSINESS & TECHNOLO",2007,"4 Year August",129,64,2,42,20,26,29,NULL,-73.8888,40.8594
3067,"10X439","BRONX HIGH SCHOOL-LAW AND COMMUNITY SERVICES",2007,"4 Year August",95,51,2,32,17,23,20,NULL,-73.8883,40.8591
3089,"10X440","DEWITT CLINTON HIGH SCHOOL",2007,"4 Year August",1042,597,108,345,144,217,176,NULL,-73.8871,40.8814
3105,"10X442","THE CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC",2007,"4 Year August",85,67,2,44,21,11,6,NULL,-73.8972,40.8705
3127,"10X445","BRONX HIGH SCHOOL OF SCIENCE",2007,"4 Year August",728,728,719,9,0,0,0,NULL,-73.8913,40.8781
3149,"10X475","JOHN F KENNEDY HIGH SCHOOL",2007,"4 Year August",379,157,5,92,60,77,108,NULL,-73.9128,40.878
3168,"10X477","MARBLE HILL HIGH SCHOOL OF INTERNATIONAL STUDIES",2007,"4 Year August",94,77,19,54,4,13,2,NULL,-73.9133,40.878
3184,"10X546","BRONX THEATRE HIGH SCHOOL",2007,"4 Year August",105,62,1,51,10,20,21,NULL,-73.913,40.8779
3200,"10X549","DISCOVERY HIGH SCHOOL",2007,"4 Year August",120,75,18,49,8,20,20,NULL,-73.8969,40.8704
3222,"10X660","GRACE H DODGE CAREER AND TECHNICAL HIGH SCHOOL",2007,"4 Year August",352,124,0,87,37,124,91,NULL,-73.8825,40.8556
3241,"10X696","HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE",2007,"4 Year August",84,84,81,3,0,0,0,NULL,-73.8951,40.8748
3254,"11X249","BRONX HEALTH SCIENCES HIGH SCHOOL",2007,"4 Year August",58,55,24,29,2,1,1,NULL,-73.8328,40.8741
3267,"11X253","BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION AR",2007,"4 Year August",116,72,2,56,14,22,16,NULL,-73.8615,40.8754
3280,"11X265","BRONX LAB SCHOOL",2007,"4 Year August",90,64,1,43,20,16,7,NULL,-73.8616,40.8752
3290,"11X270","ACADEMY FOR SCHOLARSHIP AND ENTRENEURSHIP",2007,"4 Year August",85,48,1,35,12,14,17,NULL,-73.8524,40.888
3303,"11X275","HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY",2007,"4 Year August",129,99,19,68,12,7,19,NULL,-73.8617,40.8749
3319,"11X288","COLLEGIATE INSTITUTE FOR MATH AND SCIENCE",2007,"4 Year August",103,83,28,51,4,2,14,NULL,-73.8603,40.86
3335,"11X290","BRONX ACADEMY OF HEALTH CAREERS",2007,"4 Year August",115,83,6,65,12,14,15,NULL,-73.861,40.8753
3351,"11X299","ASTOR COLLEGIATE ACADEMY",2007,"4 Year August",117,76,0,47,29,31,6,NULL,-73.8603,40.86
3373,"11X415","CHRISTOPHER COLUMBUS HIGH SCHOOL",2007,"4 Year August",397,173,1,117,55,130,75,NULL,-73.8603,40.86
3392,"11X418","BRONX HIGH SCHOOL FOR THE VISUAL ARTS",2007,"4 Year August",59,38,3,30,5,13,3,NULL,-73.8644,40.8516
3426,"11X455","HARRY S TRUMAN HIGH SCHOOL",2007,"4 Year August",618,381,11,335,35,86,109,NULL,-73.8321,40.8741
3439,"11X513","NEW WORLD HIGH SCHOOL",2007,"4 Year August",56,30,4,22,4,18,6,NULL,-73.8529,40.8881
3452,"11X514","THE BRONX PREPARATORY ACADEMY",2007,"4 Year August",68,32,0,11,21,16,18,NULL,-73.8526,40.888
3468,"11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2007,"4 Year August",103,59,6,35,18,19,14,NULL,-73.8603,40.86
3487,"11X542","PELHAM PREPARATORY ACADEMY",2007,"4 Year August",106,99,12,80,7,4,2,NULL,-73.8603,40.86
3503,"11X544","HIGH SCHOOL OF CONTEMPORARY ARTS",2007,"4 Year August",107,79,2,60,17,17,11,NULL,-73.8611,40.875
3522,"11X545","BRONX AEROSPACE HIGH SCHOOL",2007,"4 Year August",81,66,1,49,16,5,9,NULL,-73.8613,40.8748
3532,"12X245","NEW DAY ACADEMY",2007,"4 Year August",62,32,0,32,0,8,20,NULL,-73.9002,40.8272
3542,"12X248","METROPOLITAN HIGH SCHOOL (THE)",2007,"4 Year August",81,56,0,47,9,10,10,NULL,-73.8974,40.8272
3552,"12X251","EXPLORATIONS ACADEMY",2007,"4 Year August",108,74,8,52,14,18,15,NULL,-73.8903,40.8362
3565,"12X262","PERFORMANCE CONSERVATORY HIGH SCHOOL",2007,"4 Year August",95,28,0,13,15,47,16,NULL,-73.8907,40.8361
3567,"12X267","BRONX LATIN SCHOOL",2007,"4 Year August",40,31,8,23,0,2,7,NULL,-73.9004,40.8273
3580,"12X271","EAST BRONX ACADEMY FOR THE FUTURE",2007,"4 Year August",90,66,0,56,10,14,8,NULL,-73.8877,40.8368
3593,"12X278","PEACE AND DIVERSITY ACADEMY",2007,"4 Year August",70,37,4,28,5,21,8,NULL,-73.8972,40.8275
3597,"12X446","ARTURO SCHOMBURG SATELLITE ACADEMY-BRONX",2007,"4 Year August",136,19,0,13,6,79,32,NULL,-73.8986,40.8233
3619,"12X480","BRONX REGIONAL HIGH SCHOOL",2007,"4 Year August",158,33,2,18,13,77,42,NULL,-73.8986,40.8236
3641,"12X550","HIGH SCHOOL OF WORLD CULTURES",2007,"4 Year August",97,64,4,41,19,26,7,NULL,-73.8786,40.8318
3663,"12X680","BRONX COALITION COMMUNITY HIGH SCHOOL",2007,"4 Year August",59,35,0,28,7,1,19,NULL,-73.8781,40.832
3685,"12X682","FANNIE LOU HAMER FREEDOM SCHOOL",2007,"4 Year August",133,80,0,71,9,21,22,NULL,-73.8859,40.8309
